Age,CityTier,DurationOfPitch,Occupation,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken
,3,13,2,4,0,3,1,0,2,1,,0
29,1,6,3,5,1,3,0,0,2,2,17720,0
48,3,8,3,2,1,4,1,0,3,2,23120,0
27,3,,2,2,0,3,2,1,2,1,19647,0
37,1,,3,2,0,3,0,0,4,1,19680,0
50,1,34,3,2,3,3,3,1,2,3,18221,0
34,1,15,2,4,1,4,2,0,2,2,23621,0
24,3,,1,3,1,3,2,0,2,2,19577,1
39,1,,3,4,1,3,2,0,2,2,19553,0
32,3,16,1,3,1,3,0,0,4,2,20396,0
50,3,14,2,3,1,3,3,1,5,2,21796,1
38,1,6,2,2,3,3,0,0,2,3,22625,0
27,1,6,2,3,3,5,3,0,4,3,22412,0
32,1,9,3,3,1,3,2,0,2,2,26159,0
47,3,20,2,,3,5,0,0,2,3,19960,0
40,3,11,2,4,4,5,0,1,5,0,25475,0
53,1,13,2,2,2,3,1,0,2,4,29814,0
41,2,16,3,4,1,3,2,0,2,2,34141,0
60,3,22,2,3,3,5,1,0,4,3,20405,0
27,1,16,2,3,2,5,0,0,3,4,23793,0
41,2,6,3,4,0,3,0,0,2,1,34189,0
,3,14,2,3,0,4,2,0,2,1,,0
28,1,6,2,5,3,4,0,1,2,3,17216,1
36,1,14,2,2,3,5,3,0,3,3,26713,0
38,1,6,3,3,0,3,2,1,2,1,22861,0
,1,30,3,5,4,3,1,0,3,0,18708,0
47,3,9,3,3,1,3,1,1,5,2,28770,0
30,3,33,2,3,0,3,2,0,3,1,20304,0
29,3,16,3,3,0,3,1,0,4,1,17642,0
42,1,25,2,2,1,3,0,1,3,2,17759,1
43,3,21,3,4,1,3,2,0,5,2,21804,0
34,1,14,3,3,0,3,0,0,4,1,21142,0
23,1,15,2,3,1,5,0,0,3,2,17500,0
39,2,9,3,2,4,4,0,0,2,0,21389,0
56,1,15,3,3,0,3,2,0,4,1,26103,0
40,1,8,3,4,1,3,3,1,3,2,17342,0
27,1,13,3,4,0,5,1,0,3,1,21811,0
29,3,16,2,3,1,4,2,0,2,2,17297,0
53,1,12,2,3,1,3,1,0,5,2,17450,0
35,1,8,2,3,1,5,0,0,4,2,20093,0
32,1,30,3,3,0,3,0,0,4,1,20309,0
38,1,8,2,3,1,3,1,1,4,2,18057,0
34,1,14,3,3,4,5,0,0,5,0,20121,0
52,3,9,2,4,0,5,2,0,5,1,31856,0
33,1,6,3,3,1,3,2,1,3,2,17686,1
25,3,32,1,3,1,3,3,0,4,2,21180,0
45,3,8,3,5,0,3,2,0,5,1,21632,0
,1,16,2,2,1,3,3,0,2,2,18505,0
47,3,33,2,1,1,3,2,1,4,2,21397,1
34,3,8,3,3,2,3,0,0,5,4,21274,0
55,1,8,2,3,3,5,3,1,2,3,34859,1
36,3,14,3,4,0,5,0,0,2,1,22587,0
52,1,,1,3,1,3,2,0,3,2,,0
26,1,,2,5,0,3,2,0,4,1,,0
29,1,,3,3,1,3,1,0,2,2,,0
26,3,14,2,4,0,5,1,0,3,1,20326,1
34,1,6,2,1,1,3,2,0,2,2,18280,0
54,1,25,2,3,0,5,0,1,3,1,20485,0
27,3,,2,3,0,3,0,0,3,1,,0
37,1,16,3,3,1,5,0,1,3,2,17782,0
38,1,8,2,1,1,5,0,1,2,2,20980,0
34,1,,2,4,2,5,1,0,2,4,,0
35,3,14,2,3,0,3,0,0,3,1,17572,0
,1,6,2,5,0,3,1,0,4,1,,0
40,1,,2,1,1,4,0,0,3,2,,0
34,3,14,3,3,4,5,0,0,2,0,21500,0
42,1,14,2,3,0,3,0,0,5,1,33430,0
23,1,12,3,1,3,5,0,1,3,3,16601,1
24,1,15,3,4,1,4,2,0,5,2,17694,0
52,1,17,2,3,4,3,0,0,2,0,18149,0
50,1,8,2,3,1,3,0,0,2,2,32639,0
29,1,6,2,4,0,5,0,1,2,1,17319,1
33,1,13,2,3,2,3,2,0,4,4,26691,0
33,3,22,2,3,0,5,2,0,3,1,20324,1
47,1,8,2,3,1,3,0,1,4,2,31752,0
36,1,6,2,3,0,4,0,0,5,1,20228,0
29,1,29,2,1,1,3,0,0,2,2,17700,0
58,1,8,3,3,1,4,2,1,3,2,34246,1
35,1,6,3,1,1,3,3,0,3,2,17506,0
42,1,6,2,4,0,3,2,1,3,1,21062,0
28,1,,2,3,1,3,0,0,3,2,,1
36,2,19,2,3,1,4,1,0,3,2,17143,0
32,1,10,2,4,0,3,2,0,4,1,21162,0
40,1,22,3,4,3,3,0,0,5,3,20094,0
30,1,8,3,4,1,3,2,1,2,2,21877,0
45,1,8,2,4,4,3,0,0,3,0,17274,0
42,1,,1,3,3,4,1,0,3,3,,0
38,1,18,2,4,3,5,3,0,5,3,21288,0
34,1,22,3,4,1,3,0,0,5,2,17553,0
49,3,17,2,3,0,3,0,0,4,1,22654,1
55,3,8,3,3,0,3,0,0,2,1,20160,1
43,1,20,3,3,0,5,0,0,5,1,32159,0
27,1,11,3,4,4,3,0,1,3,0,27808,0
35,1,13,3,3,1,3,2,0,3,2,25221,0
28,3,,3,3,0,4,2,1,3,1,19779,0
,2,9,3,3,1,3,1,0,2,2,,0
26,1,11,3,4,0,3,2,1,2,1,17366,1
27,1,9,2,3,1,3,0,0,2,2,16706,0
51,3,32,2,3,0,3,1,0,3,1,31307,0
44,1,10,3,3,3,4,0,0,2,3,20933,0
,1,8,3,1,3,5,1,0,2,3,18424,0
,3,6,3,1,1,5,0,0,4,2,,0
35,1,33,3,4,4,5,0,0,4,0,17559,0
36,3,6,3,3,1,3,1,1,3,2,21201,0
32,3,,3,3,0,3,1,0,2,1,,0
,1,11,2,4,1,3,0,0,5,2,,0
53,3,13,2,4,0,3,0,1,2,1,25934,0
45,3,15,3,3,0,5,2,1,2,1,25761,0
32,1,14,2,1,0,3,0,0,3,1,20175,0
52,1,31,2,4,1,3,0,0,5,2,28826,0
37,3,22,2,4,3,3,0,0,5,3,21334,0
28,2,14,2,,0,3,1,0,2,1,19936,0
22,1,,2,4,0,3,1,0,2,1,19775,0
44,1,14,3,1,1,3,0,1,3,2,17818,0
42,1,8,1,3,0,3,0,1,2,1,17515,0
36,2,14,2,4,0,5,0,0,2,1,17342,0
,3,9,2,3,1,5,0,1,4,2,,0
35,1,15,3,4,0,3,0,1,4,1,25685,0
35,1,31,2,3,1,4,0,1,3,2,17022,1
32,1,6,2,3,0,3,0,0,5,1,17314,0
25,3,,3,4,0,5,1,0,3,1,,0
,1,6,3,3,4,5,0,0,4,0,18580,0
24,1,10,1,4,3,3,0,0,3,3,18162,0
32,3,11,3,3,0,4,0,0,3,1,21524,0
38,3,15,2,4,4,4,2,0,4,0,17899,0
42,1,9,2,1,1,3,0,1,5,2,20231,0
31,1,17,3,3,1,3,0,1,3,2,17356,0
29,3,6,3,4,3,3,3,1,2,3,17800,1
53,3,14,2,3,4,3,1,0,3,0,26836,0
35,1,31,2,4,1,4,0,0,3,2,25903,0
37,3,27,2,3,0,3,1,0,2,1,17973,0
53,1,29,2,3,0,3,2,0,5,1,29275,0
43,1,6,3,3,0,3,1,0,2,1,20562,0
47,3,,2,3,0,3,0,1,2,1,19537,0
37,3,25,3,3,1,4,2,1,5,2,22642,0
50,1,8,2,3,0,5,1,0,5,1,32924,0
39,2,8,2,4,1,3,1,0,3,2,20204,0
33,2,9,3,3,0,4,2,1,5,1,17277,0
32,1,31,2,3,0,3,2,1,5,1,17795,1
29,1,13,2,4,1,3,0,0,5,2,17532,0
44,1,15,2,3,0,5,2,1,3,1,17559,0
28,3,11,2,3,1,3,0,0,3,2,19908,0
58,1,8,2,4,0,3,1,1,2,1,17380,1
43,1,,3,3,0,4,1,0,3,1,19765,0
20,3,8,3,4,0,3,0,0,4,1,17044,1
21,1,24,2,3,0,3,2,0,3,1,17693,1
36,1,20,2,3,0,3,1,1,5,1,21586,0
47,3,8,3,4,1,3,2,1,2,2,18294,0
,1,9,2,3,0,3,2,1,5,1,,1
41,1,8,1,5,3,3,1,1,3,3,17778,1
28,1,15,2,3,0,3,0,0,3,1,17377,0
39,1,12,2,3,1,5,0,1,2,2,17404,1
27,1,10,2,3,3,3,0,0,2,3,17318,0
34,1,16,3,3,0,4,0,0,2,1,17008,0
42,3,20,3,4,1,3,0,0,3,2,21244,0
33,1,6,2,4,0,5,2,1,4,1,17799,0
58,1,11,1,4,3,4,0,1,5,3,25552,0
31,3,13,2,4,0,3,0,0,4,1,17329,0
,1,27,3,3,0,3,0,1,3,1,,0
49,1,14,3,3,3,4,1,0,4,3,22403,0
48,1,26,3,3,1,3,2,0,2,2,17259,0
31,3,26,3,3,0,3,2,0,2,1,21932,0
36,1,,3,3,0,3,2,0,3,1,19678,0
38,1,6,2,3,0,5,2,0,4,1,28582,0
32,1,6,1,4,0,4,2,0,3,1,17332,0
25,3,25,3,4,1,4,0,1,2,2,17413,1
40,3,16,3,4,0,4,1,0,4,1,24705,0
26,3,,3,4,1,5,0,0,3,2,,0
41,1,,2,3,3,5,0,1,4,3,19721,0
36,1,8,2,3,1,3,3,0,5,2,17519,0
19,3,27,2,4,3,4,0,1,2,3,17121,1
20,1,10,2,3,1,5,0,0,3,2,17973,1
31,1,18,1,3,0,3,0,1,4,1,20855,0
,1,15,3,3,1,4,0,1,4,2,18617,0
32,1,9,2,3,4,5,0,0,2,0,21725,0
36,3,9,1,4,0,3,2,1,2,1,25325,1
33,1,6,3,4,4,3,1,0,4,0,21949,0
37,3,6,2,4,3,3,1,0,2,3,25609,1
45,1,,1,3,1,4,2,0,4,2,,0
29,3,26,2,3,3,3,1,0,3,3,17157,0
35,3,,2,3,3,3,3,0,4,3,19601,0
52,1,6,2,3,4,3,3,0,2,0,32099,0
58,1,8,3,3,1,3,1,0,2,2,17479,1
53,3,8,1,3,1,3,1,0,3,2,29852,0
30,3,14,3,3,0,3,2,0,3,1,22264,0
38,3,16,2,3,4,3,2,1,3,0,20666,0
35,3,9,2,3,0,3,2,0,5,1,22823,0
39,3,8,2,1,0,3,2,0,2,1,22880,0
40,3,30,3,1,0,4,1,1,3,1,28194,1
47,1,22,3,1,4,3,1,1,2,0,20067,0
36,3,14,2,3,1,3,0,0,3,2,20079,0
31,1,15,3,4,2,5,1,1,3,4,17321,1
33,3,23,1,3,0,3,0,0,3,1,32444,0
29,1,16,2,4,1,5,0,1,5,2,17404,1
,1,19,2,3,1,3,2,0,3,2,18452,0
45,1,6,2,3,0,3,0,0,5,1,17270,0
50,1,6,2,3,4,3,0,0,5,0,32399,0
33,1,6,3,1,0,4,0,1,3,1,20488,0
41,1,15,3,3,3,3,1,0,4,3,34419,0
27,1,22,2,3,0,4,1,0,2,1,17811,0
,1,29,2,3,1,5,0,1,2,2,18633,0
,3,10,2,3,0,3,2,1,3,1,,0
30,1,28,1,3,3,3,0,1,2,3,17132,1
50,1,30,3,3,3,3,1,1,4,3,28973,0
38,1,16,2,3,3,3,0,0,5,3,17684,0
46,1,13,3,3,0,3,2,0,2,1,25845,0
24,1,,3,4,0,3,2,0,3,1,,0
,1,20,3,4,1,4,0,1,5,2,,1
,1,6,2,3,0,5,0,0,5,1,,0
18,1,11,2,3,1,3,2,0,2,2,16051,0
54,1,23,2,3,3,3,3,0,5,3,25739,0
35,1,31,3,3,1,3,2,1,3,2,25388,0
30,1,14,2,1,4,5,0,1,2,0,26416,0
20,1,17,2,4,1,5,0,1,3,2,17600,1
30,1,11,2,3,0,4,1,0,3,1,17422,1
26,1,8,3,1,2,3,0,0,3,4,20472,0
22,1,14,2,5,0,5,0,0,2,1,17451,0
48,1,,2,4,4,3,2,0,2,0,,0
48,1,10,3,4,1,3,0,0,5,2,25999,0
41,1,13,3,,1,3,0,0,3,2,20003,0
39,1,6,2,4,2,3,1,0,3,4,27742,0
27,1,8,2,3,1,3,3,0,5,2,,0
,1,16,3,3,1,3,2,0,5,2,,0
42,3,11,3,3,2,3,0,0,4,4,33303,0
50,1,15,3,3,4,3,0,0,5,0,17380,0
59,1,8,2,4,1,3,0,1,5,2,28726,0
37,1,,2,5,0,4,2,0,4,1,19777,1
55,1,24,3,3,3,4,3,1,5,3,21385,0
41,1,13,2,5,0,3,2,0,4,1,34973,0
38,3,9,2,3,4,3,0,1,3,0,21861,0
26,3,35,3,,0,5,2,0,3,1,19969,1
52,3,8,3,5,1,3,1,0,3,2,34845,1
44,3,34,1,1,3,3,0,1,2,3,28320,0
50,3,6,3,3,0,3,2,0,2,1,21347,0
36,1,22,3,1,3,5,0,0,2,3,17743,1
39,1,28,2,3,1,5,1,1,5,2,25880,0
33,3,14,2,4,0,3,0,0,2,1,17342,0
45,3,17,2,3,0,3,0,0,4,1,32650,0
,1,35,3,3,0,3,0,0,3,1,,0
34,3,6,2,1,0,3,0,0,5,1,24725,0
59,3,6,3,3,2,3,0,1,2,4,26904,0
45,2,30,2,3,1,4,2,0,4,2,17177,0
53,3,8,3,4,1,4,0,0,2,2,22525,0
36,1,,3,3,0,3,1,0,4,1,19834,1
26,1,8,3,3,2,5,1,1,5,4,17042,1
34,3,16,2,3,3,3,0,1,2,3,17220,0
28,3,16,3,3,0,4,0,0,5,1,16052,0
38,1,9,3,3,3,3,3,0,3,3,17821,0
50,1,8,3,3,4,3,2,1,2,0,34237,0
,1,9,3,3,3,4,1,0,4,3,,0
40,3,32,3,3,0,5,2,0,2,1,23396,0
26,1,6,2,4,0,3,2,0,2,1,17007,0
46,1,6,2,3,1,3,1,0,5,2,34627,0
54,3,8,2,4,0,3,0,0,5,1,25686,0
56,1,15,1,3,3,3,3,0,2,3,17942,0
36,1,18,3,4,0,3,0,0,2,1,23858,0
55,1,8,2,4,1,5,0,0,3,2,31756,0
43,3,31,1,4,0,3,0,0,4,1,25798,0
20,3,15,2,3,3,3,0,1,4,3,17323,1
21,1,16,1,4,3,5,0,0,3,3,16416,1
46,1,,2,4,0,5,0,1,2,1,19615,0
51,1,10,2,3,3,3,0,1,2,3,17461,1
28,1,30,2,4,1,5,2,0,2,2,23722,1
,1,6,3,4,3,5,0,0,3,3,,0
30,1,26,2,3,3,5,1,0,4,3,24957,0
,1,13,1,1,3,3,3,0,3,3,18376,0
38,1,23,3,4,1,3,2,0,2,2,23823,0
40,1,26,2,3,0,3,1,0,3,1,25322,0
27,1,,2,5,1,3,3,0,2,2,19621,0
55,1,8,2,3,1,4,1,0,2,2,25976,0
,1,16,1,3,0,3,0,0,4,1,18660,0
44,2,6,3,4,0,5,1,0,4,1,25482,1
33,1,11,3,4,0,3,2,0,3,1,22119,0
35,3,10,3,3,4,5,0,1,4,0,24582,1
33,1,,3,4,0,3,1,0,5,1,19508,1
28,1,21,2,3,1,3,2,0,4,2,17207,0
34,1,9,2,3,1,3,0,0,2,2,22756,0
37,3,16,2,4,0,3,0,1,4,1,21694,0
,1,10,3,3,4,3,2,1,3,0,18691,1
26,1,27,2,3,1,3,0,0,5,2,17377,1
33,1,31,2,4,3,4,3,1,4,3,17313,1
42,1,8,3,3,3,5,1,0,3,3,32665,0
28,1,6,2,4,0,4,1,0,4,1,17596,1
50,3,,3,3,3,3,1,1,2,3,19728,1
33,3,,3,3,4,4,0,0,4,0,,0
34,1,9,3,4,3,3,3,0,2,3,17979,0
48,1,6,2,1,3,3,0,0,2,3,31885,0
45,3,15,2,4,4,3,1,0,3,0,20593,0
52,1,13,3,3,2,4,2,0,3,4,25445,0
38,3,16,1,4,0,3,2,1,3,1,23740,0
29,1,34,2,3,1,3,3,0,5,2,17514,0
28,1,9,2,3,1,4,3,0,4,2,22655,0
46,3,9,2,3,0,3,0,0,2,1,32465,0
38,3,8,2,3,0,4,0,0,4,1,22351,0
43,1,33,3,3,1,5,1,0,4,2,25820,0
39,1,8,1,3,4,3,0,0,3,0,27169,1
40,1,20,2,4,1,3,2,0,3,2,34626,0
21,1,6,2,4,0,4,1,1,5,1,17070,0
39,1,15,3,3,1,4,2,0,2,2,21782,0
36,1,24,3,3,1,3,0,0,3,2,22779,0
31,3,26,2,1,0,3,0,0,5,1,17791,0
28,1,8,2,4,0,4,1,0,2,1,18201,0
35,3,17,3,,0,3,2,0,5,1,19968,0
49,3,14,3,4,1,4,3,0,4,2,28120,0
,1,8,2,3,0,3,0,0,4,1,,0
29,1,16,3,3,0,4,0,0,5,1,18291,0
42,1,,3,5,1,3,1,0,3,2,,0
29,1,14,2,4,0,3,0,1,3,1,20056,0
38,2,6,2,1,1,3,0,0,4,2,17844,0
28,1,12,1,4,0,3,2,1,4,1,17703,0
18,1,14,2,3,3,3,0,0,5,3,16904,1
33,3,15,3,3,3,5,3,1,3,3,23224,1
41,1,,2,3,4,3,2,1,3,0,19766,0
31,1,21,3,3,1,3,2,0,4,2,17610,1
37,1,31,3,4,0,3,0,0,3,1,20731,0
27,1,12,3,4,0,3,2,0,2,1,17539,0
34,3,15,2,3,0,3,0,0,2,1,20714,0
35,2,,3,3,1,3,0,0,5,2,,0
29,3,29,3,4,1,5,0,0,3,2,22336,1
40,1,15,2,3,3,3,1,0,4,3,28499,0
42,3,18,3,3,1,5,2,1,5,2,28758,1
42,3,10,2,3,0,5,0,0,5,1,20155,0
35,1,6,3,4,1,3,2,0,2,2,17258,0
,1,30,2,3,0,4,1,0,5,1,18597,0
28,1,18,1,3,2,3,1,1,4,4,17515,1
26,1,,3,1,0,3,0,0,5,1,,0
30,3,16,2,4,0,3,2,0,2,1,21578,0
40,1,,3,4,0,3,0,1,2,1,,0
35,1,8,2,4,1,4,0,0,4,2,25274,0
34,1,6,2,4,0,5,2,0,2,1,20343,0
35,1,10,2,4,0,3,2,0,2,1,17376,0
43,3,15,3,5,2,3,1,0,2,4,20346,1
32,3,8,2,3,0,5,0,0,3,1,17827,0
56,1,10,2,3,0,5,0,0,4,1,34943,0
29,1,12,3,3,4,3,0,0,3,0,18131,0
19,1,15,2,3,0,5,2,0,3,1,17552,0
45,1,,2,3,0,3,0,1,3,1,,0
37,1,6,2,4,0,3,1,0,2,1,21474,0
20,1,9,2,4,1,3,1,0,3,2,18033,0
44,1,16,3,3,1,3,0,1,3,2,17936,1
53,1,13,3,3,4,3,0,0,2,0,33606,0
29,1,21,3,5,0,3,0,1,5,1,17168,0
22,1,9,2,4,2,3,0,1,3,4,17853,1
46,3,8,2,3,1,5,0,0,2,2,32048,0
44,1,23,2,5,0,3,0,0,4,1,17290,0
,2,8,3,3,1,3,0,0,2,2,18600,0
41,1,11,2,4,0,5,1,0,3,1,17107,1
,3,35,2,3,1,5,1,0,2,2,,0
40,3,,2,3,1,4,2,0,4,2,,0
50,1,8,3,3,0,5,2,0,3,1,32856,0
28,1,25,1,4,1,5,1,0,3,2,18196,0
46,1,21,3,3,1,4,0,0,3,2,34081,0
35,3,23,3,3,1,5,1,1,3,2,23966,0
24,1,23,2,3,0,4,0,0,2,1,17210,1
33,3,,2,3,1,3,2,0,3,2,19539,0
36,1,12,1,5,3,3,1,0,2,3,17741,0
,1,13,3,3,0,3,0,0,5,1,18491,0
44,1,,1,3,1,3,1,0,5,2,19541,0
20,3,27,2,1,1,3,2,0,3,2,17678,0
46,1,8,3,3,0,3,0,0,2,1,22379,0
42,2,8,3,1,3,5,0,0,2,3,21272,0
60,3,13,3,1,3,3,0,1,5,3,20220,0
32,1,19,2,4,0,4,0,0,5,1,17743,0
32,1,8,2,,3,3,1,1,5,3,19998,0
36,1,6,2,5,0,5,0,1,2,1,25252,0
33,1,15,3,3,0,3,2,0,2,1,17781,0
40,3,16,2,4,0,4,1,0,5,1,21852,0
25,3,16,2,,4,3,0,0,2,0,19950,0
,1,6,3,3,1,4,0,1,4,2,18579,0
42,1,32,3,3,1,5,3,1,3,2,28191,0
35,3,14,2,4,1,3,2,1,5,2,25377,0
27,1,20,2,3,2,5,0,1,4,4,17235,0
54,1,6,3,3,2,3,0,0,5,4,25502,0
44,1,8,1,1,0,3,0,0,4,1,17011,0
19,1,16,1,4,0,4,2,1,5,1,16859,1
,1,6,2,3,0,3,1,0,2,1,,0
54,1,9,2,3,1,3,1,0,5,2,32779,0
31,1,17,2,3,2,5,2,1,2,4,21833,0
31,1,30,2,4,4,5,1,0,5,0,21812,0
59,3,9,1,4,0,3,0,0,3,1,20171,0
43,1,9,3,5,2,3,0,0,5,4,34740,0
49,1,10,3,4,3,3,1,0,3,3,33711,0
,1,9,2,3,0,4,2,0,3,1,18692,0
48,1,8,2,1,0,4,0,0,2,1,17559,0
27,1,10,2,3,0,3,2,0,4,1,17517,0
29,1,13,2,3,0,3,2,1,3,1,21623,0
48,1,6,3,4,2,3,2,0,3,4,33265,0
29,1,6,3,4,4,3,1,0,2,0,31124,0
34,1,26,2,1,0,3,2,0,1,1,17585,0
44,3,11,3,3,2,4,0,0,5,4,33213,0
33,3,16,3,1,1,3,2,1,4,2,23380,0
19,1,31,2,1,2,3,1,1,5,4,17994,0
23,1,6,3,3,3,3,3,0,4,3,16223,0
25,3,30,3,5,1,3,1,1,1,2,16118,1
26,1,10,3,3,0,3,2,1,1,1,17875,0
45,3,8,2,5,2,4,1,1,5,4,33824,1
55,1,14,2,4,1,4,0,1,3,2,28577,0
21,1,16,2,4,0,3,0,0,4,1,17625,1
46,3,10,3,4,1,4,0,0,5,2,33789,0
34,3,,3,3,3,5,3,1,3,3,19538,0
51,3,15,2,3,1,4,2,1,4,2,34847,0
59,1,24,3,3,3,3,0,0,3,3,25512,0
34,1,,2,3,0,4,0,0,3,1,,0
28,1,6,3,3,0,3,2,1,4,1,17154,0
44,1,10,3,1,1,5,2,0,5,2,34190,0
34,2,,1,4,0,4,1,0,5,1,19490,0
,1,12,1,3,0,3,2,1,3,1,18506,0
42,1,13,3,1,0,4,2,1,1,1,17372,0
43,3,10,3,4,1,3,0,0,3,2,25231,0
36,1,8,3,3,2,4,2,1,3,4,20410,0
44,1,21,3,3,4,3,1,0,3,0,22978,1
,1,8,2,4,0,3,1,1,4,1,,0
51,1,12,2,4,1,3,0,0,5,2,17838,0
30,1,,3,3,0,3,2,1,3,1,19695,0
29,1,13,1,3,1,3,0,1,4,2,18339,1
28,1,6,1,3,3,5,0,0,4,3,17080,0
25,1,6,2,3,0,4,2,0,3,1,17096,0
32,3,14,2,1,1,3,0,0,5,2,21209,0
45,1,31,2,3,4,4,0,0,4,0,33061,0
39,1,19,3,4,3,4,3,1,3,3,32123,0
58,1,29,2,3,3,3,3,0,3,3,17372,0
32,1,,3,3,3,3,0,0,3,3,19883,1
,1,29,2,3,1,5,2,0,3,2,,1
30,1,,2,4,3,3,1,0,4,3,19627,0
36,1,16,3,3,1,3,2,0,3,2,22094,0
,2,6,2,3,0,5,2,0,5,1,18423,0
28,1,6,2,5,0,3,0,0,3,1,21674,0
50,1,34,2,3,4,5,0,1,5,0,31880,0
40,3,31,3,4,2,4,0,1,5,4,24094,1
52,3,11,2,3,2,4,2,1,4,4,23446,1
30,1,23,2,3,0,5,1,1,4,1,26916,0
39,1,,2,3,3,3,1,0,3,3,19534,0
31,3,8,2,3,1,3,2,1,1,2,24852,0
41,3,16,3,5,1,4,1,0,1,2,21151,0
31,3,6,2,3,1,4,2,1,5,2,17302,1
44,1,9,2,3,4,5,1,0,5,0,17362,1
42,1,8,2,3,1,3,1,1,4,2,32861,0
55,1,8,3,5,1,3,2,0,4,2,34187,0
56,2,14,3,3,0,4,0,0,4,1,34717,0
,1,22,3,3,3,3,0,0,3,3,18544,0
34,1,15,2,3,0,3,0,0,5,1,23500,0
40,1,,3,3,1,3,0,0,3,2,19661,0
,3,6,2,3,3,5,3,0,3,3,,0
35,1,,3,3,0,3,0,1,1,1,,0
51,2,11,1,3,4,4,3,1,3,0,29026,0
38,3,8,2,3,0,5,2,0,4,1,21893,0
34,3,21,3,3,1,5,0,0,1,2,21125,0
,1,25,2,3,1,3,2,0,5,2,18669,0
58,1,13,3,4,4,5,2,1,4,0,25008,1
40,1,6,2,3,4,4,0,0,1,0,17387,0
36,3,,1,1,0,5,1,0,1,1,19639,0
48,1,10,3,3,1,3,1,0,5,2,22898,0
27,3,17,3,1,1,3,0,0,3,2,17534,0
51,1,17,2,4,0,4,2,0,1,1,28142,0
18,1,6,3,3,1,3,0,0,5,2,16611,0
35,1,6,2,4,0,3,1,0,1,1,20363,0
27,3,8,1,5,1,3,3,0,4,2,20071,0
55,3,19,2,1,1,3,0,1,3,2,28695,1
56,1,29,3,3,1,4,0,1,4,2,28402,0
34,1,32,2,4,1,3,0,0,1,2,17029,0
40,1,8,3,1,3,3,0,0,3,3,21377,0
34,1,35,2,3,1,3,1,0,3,2,20429,0
31,3,8,2,4,0,3,0,0,5,1,17785,1
35,3,,2,3,1,3,0,1,5,2,19614,1
38,1,13,3,1,1,3,0,0,3,2,17610,0
34,1,8,2,3,3,3,0,0,5,3,21687,0
28,3,,2,4,1,5,0,0,4,2,19724,0
31,1,28,3,3,4,3,0,1,5,0,21179,1
39,3,27,3,4,1,3,2,1,1,2,21120,0
51,3,8,3,3,1,4,0,0,4,2,25596,0
41,1,28,2,3,0,3,2,1,5,1,20467,0
37,1,10,3,3,0,3,2,1,5,1,17996,0
33,3,11,2,3,4,3,0,0,1,0,24998,0
,3,8,2,3,0,4,0,1,1,1,,0
39,1,31,3,3,0,3,2,0,1,1,25920,0
25,3,24,2,1,3,3,3,0,1,3,21232,0
52,1,34,1,1,0,3,0,1,4,1,28247,0
,1,12,2,4,0,3,2,1,4,1,,0
27,3,16,2,4,3,3,3,1,3,3,20769,0
27,1,23,2,3,1,3,2,1,5,2,17394,1
,1,8,2,4,3,3,3,0,3,3,,0
42,2,16,3,3,4,5,2,0,3,0,31799,0
52,1,14,3,3,2,5,0,0,1,4,17950,0
,1,17,3,3,4,3,1,0,3,0,18629,0
35,1,24,3,3,1,3,3,0,3,2,24362,0
25,1,6,2,3,0,3,2,0,5,1,18229,0
,1,13,3,1,1,5,1,0,1,2,18578,0
29,2,23,2,4,4,5,2,0,3,0,22988,0
49,1,,2,4,0,5,1,0,3,1,,1
29,1,20,2,3,0,3,2,1,5,1,22553,1
54,1,6,2,3,0,3,0,0,4,1,32328,0
58,1,6,2,3,1,5,2,1,1,2,34701,0
55,1,6,3,1,1,3,0,0,5,2,29732,0
36,3,9,1,3,0,4,0,1,4,1,24278,0
31,3,6,1,5,0,3,2,0,3,1,16359,1
30,3,,2,3,0,5,0,0,3,1,19779,0
31,1,14,3,3,4,4,0,0,1,0,31422,0
34,1,6,3,3,1,5,0,0,1,2,17996,0
31,1,14,3,4,1,4,0,0,4,2,16261,1
27,1,17,2,3,0,5,0,0,5,1,17099,0
36,1,10,3,4,0,3,0,0,5,1,20810,0
36,3,22,2,4,1,5,1,0,5,2,20647,0
,1,6,2,3,3,3,1,0,3,3,18420,0
25,3,,3,4,3,5,1,0,1,3,,1
,1,11,2,1,0,3,2,0,5,1,18500,0
56,1,6,2,3,3,5,3,0,5,3,17066,0
47,1,8,3,3,3,3,1,0,5,3,32169,0
,3,10,3,3,0,3,2,1,5,1,,0
32,3,13,2,3,0,3,0,0,5,1,24204,0
34,1,6,1,4,3,4,0,0,1,3,18294,0
41,1,11,3,1,1,3,1,1,1,2,17127,0
,1,15,1,3,0,3,0,0,3,1,,0
31,3,14,3,3,3,3,1,0,3,3,25793,0
46,3,15,3,3,1,3,3,0,3,2,25096,1
,1,8,2,4,0,5,2,1,3,1,18646,1
31,1,6,3,1,4,4,2,0,3,0,22446,1
45,1,26,1,5,1,5,0,1,3,2,25851,0
31,2,14,3,1,0,4,1,0,1,1,17109,0
,1,8,2,3,0,3,2,1,3,1,,1
45,1,35,2,3,1,3,2,1,5,2,24380,0
48,3,13,2,3,1,5,0,0,4,2,20486,0
34,2,15,3,3,0,3,2,0,1,1,17742,1
40,1,14,3,4,1,4,0,0,1,2,28757,0
