CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
200984,28,Self Enquiry,3,,Salaried,Male,2,4,Deluxe,5,Divorced,2,0,4,1,0,Manager,19724,0
200985,31,Self Enquiry,1,28,Small Business,Male,3,3,Deluxe,3,Divorced,2,1,5,1,0,Manager,21179,1
200986,39,Self Enquiry,3,27,Salaried,Male,2,4,Deluxe,3,Divorced,4,1,1,0,1,Manager,21120,0
200987,51,Company Invited,3,8,Small Business,Male,2,3,Standard,4,Divorced,3,0,4,0,0,Senior Manager,25596,0
200988,41,Company Invited,1,28,Salaried,Female,3,3,Deluxe,3,Married,4,1,5,0,0,Manager,20467,0
200989,37,Self Enquiry,1,10,Salaried,Male,2,3,Basic,3,Divorced,1,1,5,1,1,Executive,17996,0
200990,33,Company Invited,3,11,Salaried,Male,3,3,Deluxe,3,Divorced,7,0,1,1,2,Manager,24998,0
200991,,Self Enquiry,3,8,Small Business,Male,2,3,Deluxe,4,Divorced,1,1,1,0,1,Manager,,0
200992,39,Company Invited,1,31,Salaried,Male,3,3,Standard,3,Divorced,4,0,1,0,0,Senior Manager,25920,0
200993,25,Self Enquiry,3,24,Salaried,Male,3,1,Deluxe,3,Divorced,3,0,1,0,0,Manager,21232,0
200994,52,Company Invited,1,34,Small Business,Female,2,1,Super Deluxe,3,Divorced,3,1,4,0,0,AVP,28247,0
200995,,Self Enquiry,1,12,Small Business,Female,3,4,Deluxe,3,Single,2,1,4,1,1,Manager,,0
200996,27,Self Enquiry,3,16,Small Business,Female,3,4,Deluxe,3,Divorced,2,1,3,1,2,Manager,20769,0
200997,27,Self Enquiry,1,23,Salaried,Female,2,3,Basic,3,Single,2,1,5,1,0,Executive,17394,1
200998,,Self Enquiry,1,8,Small Business,Male,2,4,Basic,3,Single,1,0,3,0,0,Executive,,0
200999,42,Self Enquiry,2,16,Salaried,Female,2,3,Super Deluxe,5,Divorced,1,0,3,0,1,AVP,31799,0
201000,52,Self Enquiry,1,14,Salaried,Female,2,3,Basic,5,Divorced,1,0,1,1,1,Executive,17950,0
201001,,Self Enquiry,1,17,Small Business,Female,3,3,Basic,3,Single,5,0,3,0,1,Executive,18629,0
201002,35,Company Invited,1,24,Salaried,Male,2,3,Standard,3,Unmarried,3,0,3,0,0,Senior Manager,24362,0
201003,25,Self Enquiry,1,6,Large Business,Male,2,3,Basic,3,Divorced,5,0,5,1,1,Executive,18229,0
201004,,Self Enquiry,1,13,Salaried,Male,3,1,Basic,5,Single,1,0,1,1,0,Executive,18578,0
201005,29,Self Enquiry,2,23,Salaried,Male,2,4,Standard,5,Unmarried,2,0,3,0,0,Senior Manager,22988,0
201006,49,Company Invited,1,,Salaried,Male,3,4,Deluxe,5,Single,4,0,3,0,1,Manager,,1
201007,29,Company Invited,1,20,Salaried,Female,2,3,Standard,3,Unmarried,1,1,5,1,0,Senior Manager,22553,1
201008,54,Self Enquiry,1,6,Small Business,Female,2,3,Super Deluxe,3,Single,7,0,4,1,1,AVP,32328,0
201009,58,Self Enquiry,1,6,Small Business,Female,3,3,King,5,Divorced,4,1,1,1,,VP,34701,0
201010,55,Self Enquiry,1,6,Small Business,Male,2,1,Super Deluxe,3,Married,3,0,5,1,0,AVP,29732,0
201011,36,Self Enquiry,3,9,Small Business,Fe Male,2,3,Deluxe,4,Unmarried,4,1,4,0,1,Manager,24278,0
201012,31,Company Invited,3,6,Salaried,Female,2,5,Basic,3,Single,2,0,3,1,1,Executive,16359,1
201013,30,Self Enquiry,3,,Small Business,Female,3,3,Deluxe,5,Married,1,0,3,1,0,Manager,19779,0
201014,31,Self Enquiry,1,14,Salaried,Female,3,3,Super Deluxe,4,Single,4,0,1,1,0,AVP,31422,0
201015,34,Company Invited,1,6,Salaried,Male,3,3,Basic,5,Married,6,0,1,1,2,Executive,17996,0
201016,31,Self Enquiry,1,14,Salaried,Female,2,4,Basic,4,Single,2,0,4,0,1,Executive,16261,1
201017,27,Self Enquiry,1,17,Salaried,Male,3,3,Basic,5,Divorced,1,0,5,1,2,Executive,17099,0
201018,36,Self Enquiry,1,10,Salaried,Male,2,4,Deluxe,3,Single,2,0,5,1,1,Manager,20810,0
201019,36,Self Enquiry,3,22,Small Business,Female,3,4,Deluxe,5,Divorced,5,0,5,1,0,Manager,20647,0
201020,,Self Enquiry,1,6,Large Business,Male,3,3,Basic,3,Divorced,1,0,3,1,0,Executive,18420,0
201021,25,,3,,Salaried,Male,3,4,Basic,5,Divorced,4,0,1,1,0,Executive,,1
201022,,Company Invited,1,11,Large Business,Male,2,1,Basic,3,Single,1,0,5,1,0,Executive,18500,0
201023,56,Self Enquiry,1,6,Salaried,Female,2,3,Basic,5,Divorced,3,0,5,1,1,Executive,17066,0
201024,47,Self Enquiry,1,8,Small Business,Female,2,3,Super Deluxe,3,Divorced,4,0,5,1,0,AVP,32169,0
201025,,Self Enquiry,3,10,Small Business,Female,2,3,Deluxe,3,Divorced,2,1,5,1,0,Manager,,0
201026,32,Self Enquiry,3,13,Small Business,Male,3,3,Deluxe,3,Divorced,5,0,5,1,1,Manager,24204,0
201027,34,Self Enquiry,1,6,Salaried,Female,2,4,Basic,4,Divorced,6,0,1,1,1,Executive,18294,0
201028,41,Self Enquiry,1,11,Small Business,Male,2,1,Basic,3,Divorced,3,1,1,1,1,Executive,17127,0
201029,,Company Invited,1,15,Salaried,Male,2,3,Deluxe,3,Married,4,0,3,1,0,Manager,,0
201030,31,Self Enquiry,3,14,Salaried,Male,2,3,Standard,3,Married,2,0,3,1,0,Senior Manager,25793,0
201031,46,Self Enquiry,3,15,Small Business,Male,2,3,Standard,3,Married,5,0,3,0,1,Senior Manager,25096,1
201032,,Company Invited,1,8,Salaried,Female,2,4,Basic,5,Single,3,1,3,0,0,Executive,18646,1
201033,31,Company Invited,1,6,Salaried,Female,3,1,Standard,4,Unmarried,2,0,3,1,2,Senior Manager,22446,1
201034,45,Self Enquiry,1,26,Small Business,Male,3,5,Standard,5,Married,3,1,3,0,0,Senior Manager,25851,0
201035,31,Self Enquiry,2,14,Small Business,Female,3,1,Basic,4,Single,1,0,1,0,2,Executive,17109,0
201036,,Company Invited,1,8,Salaried,Male,3,3,Basic,3,Divorced,7,1,3,1,1,Executive,,1
201037,45,Self Enquiry,1,35,Large Business,Male,2,3,Standard,3,Divorced,5,1,5,1,0,Senior Manager,24380,0
201038,48,Self Enquiry,3,13,Small Business,Male,3,3,Deluxe,5,Married,5,0,4,1,1,Manager,20486,0
201039,34,Self Enquiry,2,15,Large Business,Female,2,3,Basic,3,Divorced,2,0,1,1,0,Executive,17742,1
201040,40,Company Invited,1,14,Small Business,Male,2,4,Standard,4,Married,3,0,1,1,1,Senior Manager,28757,0
201041,28,Self Enquiry,3,11,Small Business,Male,2,3,Deluxe,5,Unmarried,1,0,1,1,0,Manager,23463,0
201042,44,Company Invited,1,11,Salaried,Male,2,4,Basic,3,Single,4,0,1,0,1,Executive,18162,0
201043,53,Self Enquiry,1,8,Small Business,Male,2,1,Super Deluxe,4,Single,5,0,1,1,0,AVP,31598,0
201044,49,Self Enquiry,1,11,Large Business,Male,3,3,Deluxe,3,Divorced,3,0,3,0,0,Manager,21651,0
201045,40,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Married,3,0,1,0,0,Executive,17345,0
201046,,Self Enquiry,1,26,Salaried,Male,2,3,Basic,4,Single,2,0,5,1,1,Executive,18420,0
201047,33,,3,,Small Business,Male,2,3,Deluxe,5,Divorced,1,0,3,0,0,Manager,,0
201048,34,Self Enquiry,3,,Salaried,Male,2,5,Deluxe,5,Single,4,0,5,1,1,Manager,19759,0
201049,30,Self Enquiry,3,22,Salaried,Male,3,3,Deluxe,3,Divorced,1,0,3,0,2,Manager,20301,0
201050,,Company Invited,1,15,Small Business,Female,3,3,Basic,3,Single,2,0,4,1,1,Executive,18673,0
201051,44,Company Invited,3,,Small Business,Female,3,3,Deluxe,3,Divorced,1,0,4,1,1,Manager,19768,0
201052,30,Company Invited,1,13,Large Business,Male,3,3,Basic,3,Married,2,0,5,0,0,Executive,16274,0
201053,57,Self Enquiry,1,6,Salaried,Male,3,1,Deluxe,3,Divorced,1,0,3,1,2,Manager,19900,0
201054,49,Self Enquiry,1,13,Salaried,Male,2,3,Standard,4,Married,4,0,4,0,1,Senior Manager,25466,0
201055,34,Company Invited,1,21,Small Business,Male,3,3,Super Deluxe,5,Married,1,0,4,1,2,AVP,32007,0
201056,28,Company Invited,3,6,Large Business,Male,3,3,Basic,3,Divorced,4,0,3,1,0,Executive,17909,1
201057,29,Company Invited,3,19,Large Business,Female,2,3,Deluxe,4,Single,6,0,3,0,1,Manager,20765,1
201058,34,Self Enquiry,3,,Small Business,Female,2,4,Deluxe,4,Single,1,1,5,1,0,Manager,19599,1
201059,35,Self Enquiry,3,13,Salaried,Male,3,3,Basic,3,Divorced,2,0,3,1,0,Executive,17404,0
201060,24,Company Invited,1,15,Small Business,Male,2,3,Basic,5,Single,3,1,3,0,1,Executive,18172,1
201061,24,Company Invited,3,19,Salaried,Female,3,3,Basic,4,Divorced,2,0,1,0,0,Executive,17033,0
201062,44,Company Invited,1,8,Small Business,Male,2,3,Standard,3,Unmarried,6,1,1,0,1,Senior Manager,25209,0
201063,29,Self Enquiry,3,25,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,1,0,Manager,23620,0
201064,30,Self Enquiry,2,6,Salaried,Male,2,3,Basic,3,Married,1,0,1,0,1,Executive,17064,0
201065,,Self Enquiry,1,10,Salaried,Male,1,3,Deluxe,3,Divorced,1,1,4,0,0,Manager,,0
201066,,Self Enquiry,1,10,Small Business,Female,2,4,Basic,4,Divorced,1,0,1,0,0,Executive,,0
201067,47,Self Enquiry,3,,Small Business,Female,3,3,Deluxe,3,Divorced,4,1,5,1,0,Manager,19591,0
201068,28,Company Invited,1,8,Small Business,Male,2,4,Basic,5,Single,1,0,4,0,0,Executive,17561,1
201069,28,Self Enquiry,1,6,Salaried,Male,3,4,Basic,3,Married,2,0,4,0,1,Executive,16563,0
201070,28,Company Invited,3,,Salaried,Male,2,3,Deluxe,5,Single,1,0,3,1,1,Manager,19898,0
201071,49,Self Enquiry,1,,Small Business,Female,2,4,Deluxe,5,Divorced,5,0,3,1,1,Manager,19789,0
201072,29,Company Invited,1,8,Salaried,Female,3,3,Basic,4,Divorced,1,0,5,0,2,Executive,18180,0
201073,28,Self Enquiry,1,35,Salaried,Male,3,5,Deluxe,4,Divorced,2,0,1,1,2,Manager,21549,0
201074,33,Self Enquiry,1,14,Salaried,Male,3,3,Deluxe,3,Unmarried,3,1,3,0,2,Manager,21388,0
201075,32,Self Enquiry,1,16,Small Business,Male,1,3,Standard,3,Unmarried,3,0,1,0,0,Senior Manager,26244,0
201076,54,Company Invited,1,17,Small Business,Female,2,3,Super Deluxe,3,Married,4,0,3,1,0,AVP,31032,0
201077,29,Self Enquiry,1,6,Large Business,Male,3,4,Basic,5,Single,7,0,3,0,2,Executive,17362,1
201078,44,Self Enquiry,1,34,Salaried,Male,2,3,Super Deluxe,5,Divorced,4,0,1,1,0,AVP,31328,0
201079,39,Self Enquiry,1,12,Salaried,Female,2,3,Standard,4,Unmarried,5,0,3,0,1,Senior Manager,23376,0
201080,46,Self Enquiry,3,9,Salaried,Female,2,3,Super Deluxe,4,Divorced,1,0,4,1,0,AVP,31606,0
201081,35,Self Enquiry,1,22,Salaried,Fe Male,3,4,Standard,4,Unmarried,2,0,1,1,2,Senior Manager,23606,0
201082,23,Self Enquiry,1,26,Salaried,Male,3,3,Deluxe,3,Single,1,0,4,1,2,Manager,17272,0
201083,40,Self Enquiry,1,15,Salaried,Male,2,3,Basic,5,Single,4,0,1,1,1,Executive,17018,1
201084,34,Self Enquiry,3,6,Large Business,Male,3,4,Standard,3,Divorced,2,1,1,1,1,Senior Manager,22083,0
201085,,Company Invited,1,9,Salaried,Female,2,3,Basic,3,Single,2,0,4,1,1,Executive,,1
201086,50,Company Invited,1,28,Small Business,Male,2,5,Super Deluxe,3,Single,2,1,1,1,1,AVP,29411,0
201087,34,Self Enquiry,3,13,Large Business,Male,2,3,Basic,3,Married,1,1,1,0,1,Executive,17308,0
201088,42,Self Enquiry,1,,Small Business,Male,3,4,Basic,4,Married,5,0,1,1,2,Executive,19841,0
201089,37,Self Enquiry,1,,Small Business,Male,2,3,Deluxe,3,Married,2,0,1,0,0,Manager,,0
201090,29,Self Enquiry,1,14,Salaried,Female,2,5,Deluxe,5,Married,4,0,1,0,0,Manager,24715,0
201091,33,Self Enquiry,1,,Salaried,Male,2,4,Deluxe,4,Single,2,0,1,0,1,Manager,,0
201092,45,Self Enquiry,1,34,Large Business,Male,3,3,Basic,3,Married,5,0,3,1,2,Executive,17132,0
201093,42,Company Invited,1,8,Salaried,Male,2,3,Standard,3,Married,3,1,3,1,0,Senior Manager,25124,0
201094,40,Self Enquiry,3,15,Small Business,Male,2,3,Deluxe,5,Married,1,0,3,1,1,Manager,20473,0
201095,33,Self Enquiry,1,34,Salaried,Male,3,3,Deluxe,3,Married,2,1,1,1,0,Manager,20207,0
201096,40,Self Enquiry,2,12,Small Business,Male,2,3,Super Deluxe,3,Single,2,1,3,1,1,AVP,31437,0
201097,24,Self Enquiry,1,27,Large Business,Male,2,4,Basic,5,Married,1,0,3,0,0,Executive,17296,0
201098,,Company Invited,1,14,Salaried,Male,3,3,Deluxe,3,Married,4,1,3,1,1,Manager,,0
201099,45,Self Enquiry,1,6,Large Business,Male,3,3,Standard,4,Married,2,0,3,1,1,Senior Manager,22441,0
201100,35,Self Enquiry,3,34,Salaried,Female,3,4,Basic,3,Married,1,0,4,1,2,Executive,17430,0
201101,32,Self Enquiry,1,11,Salaried,Female,3,4,Deluxe,4,Married,4,0,3,1,0,Manager,20878,0
201102,36,Self Enquiry,3,8,Salaried,Male,3,3,Basic,3,Single,4,1,3,0,0,Executive,17644,0
201103,48,Self Enquiry,3,22,Salaried,Female,3,3,Deluxe,3,Married,1,0,4,1,0,Manager,21439,0
201104,29,Self Enquiry,1,15,Salaried,Male,3,1,Basic,3,Married,7,0,5,1,0,Executive,17451,0
201105,33,Self Enquiry,3,14,Salaried,Male,2,3,Deluxe,5,Married,3,0,5,1,0,Manager,21392,0
201106,30,Self Enquiry,3,6,Salaried,Male,3,4,Deluxe,5,Married,2,0,4,1,1,Manager,24714,1
201107,38,Company Invited,2,16,Salaried,Male,3,3,Deluxe,3,Married,4,0,3,0,2,Manager,21077,0
201108,35,Self Enquiry,1,6,Small Business,Male,3,4,Basic,5,Single,2,0,1,0,2,Executive,17450,0
201109,30,Self Enquiry,3,35,Large Business,Male,2,3,Standard,4,Married,4,0,4,0,1,Senior Manager,24250,0
201110,35,Self Enquiry,1,8,Salaried,Female,3,3,Basic,5,Married,2,1,1,1,1,Executive,17074,1
201111,53,Self Enquiry,1,8,Large Business,Female,3,4,Standard,3,Married,1,0,5,1,2,Senior Manager,25169,1
201112,38,Self Enquiry,1,,Small Business,Male,2,3,Deluxe,4,Married,5,0,4,0,0,Manager,19855,1
201113,,Company Invited,1,6,Large Business,Male,3,3,Deluxe,5,Married,5,0,4,1,2,Manager,,0
201114,48,Self Enquiry,1,21,Salaried,Female,3,3,Basic,5,Married,1,0,1,1,0,Executive,17367,0
201115,34,Self Enquiry,1,13,Small Business,Male,2,3,Basic,3,Single,2,0,1,0,1,Executive,17972,0
201116,55,Self Enquiry,3,32,Small Business,Male,2,4,King,3,Married,2,0,3,1,1,VP,34586,0
201117,34,Self Enquiry,1,6,Salaried,Male,2,3,Deluxe,3,Married,1,0,4,1,0,Manager,20484,0
201118,26,Self Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,2,0,3,1,1,Executive,17061,0
201119,38,Self Enquiry,3,20,Salaried,Male,3,3,Deluxe,4,Married,1,0,5,1,2,Manager,24924,0
201120,,Self Enquiry,3,22,Salaried,Female,2,3,Deluxe,4,Single,3,0,1,0,0,Manager,,0
201121,36,Self Enquiry,3,6,Salaried,Female,3,3,Deluxe,3,Unmarried,7,0,1,1,1,Manager,21815,0
201122,29,Self Enquiry,1,,Small Business,Male,2,3,Basic,5,Single,2,1,3,0,1,Executive,19723,0
201123,35,Self Enquiry,1,16,Small Business,Female,2,3,Deluxe,3,Single,4,1,1,1,0,Manager,21142,0
201124,39,Self Enquiry,3,12,Small Business,Male,2,1,Standard,3,Married,3,0,4,1,1,Senior Manager,23237,0
201125,29,Company Invited,1,8,Salaried,Male,2,3,Deluxe,3,Married,2,0,3,0,0,Manager,23853,0
201126,50,Self Enquiry,3,5,Small Business,Male,2,3,King,3,Married,5,1,5,0,1,VP,34331,0
201127,23,Self Enquiry,1,16,Large Business,Male,2,1,Basic,3,Married,3,0,1,1,0,Executive,17073,0
201128,36,Company Invited,1,12,Salaried,Male,3,1,Deluxe,5,Married,4,1,4,1,1,Manager,20562,0
201129,42,Self Enquiry,1,15,Salaried,Male,3,4,King,3,Single,1,0,1,1,1,VP,34613,0
201130,,Self Enquiry,1,34,Salaried,Male,2,1,Deluxe,3,Married,2,0,5,1,0,Manager,18407,0
201131,34,Company Invited,1,16,Large Business,Male,3,4,Deluxe,3,Married,2,0,4,1,1,Manager,20063,0
201132,40,Self Enquiry,3,,Salaried,Female,2,3,Deluxe,5,Married,2,0,3,0,1,Manager,19639,0
201133,43,Self Enquiry,1,,Large Business,Male,2,1,Basic,4,Married,6,0,5,1,1,Executive,19876,0
201134,35,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Married,2,0,3,1,0,Executive,17690,0
201135,46,Self Enquiry,3,6,Salaried,Male,2,1,Super Deluxe,5,Single,2,0,4,1,1,AVP,32567,0
201136,28,Self Enquiry,1,30,Small Business,Male,2,3,Basic,4,Married,2,1,1,0,0,Executive,17408,1
201137,22,Company Invited,1,32,Salaried,Female,2,4,Basic,3,Married,2,1,3,0,0,Executive,17814,0
201138,50,Company Invited,1,26,Small Business,Male,2,3,Super Deluxe,3,Married,3,1,4,1,1,AVP,26245,0
201139,32,Self Enquiry,1,11,Salaried,Female,2,1,Basic,3,Married,4,0,5,1,1,Executive,18312,0
201140,44,Self Enquiry,1,13,Small Business,Female,2,3,King,3,Married,1,1,4,1,1,VP,34049,0
201141,30,Self Enquiry,1,13,Small Business,Male,2,4,Basic,4,Married,2,0,5,0,0,Executive,17141,0
201142,45,Self Enquiry,1,11,Small Business,Female,2,5,Deluxe,5,Single,2,1,3,1,0,Manager,20769,0
201143,45,,3,,Small Business,Male,2,4,Deluxe,5,Married,2,0,3,0,0,Manager,,0
201144,31,Company Invited,3,8,Salaried,Male,2,3,Deluxe,5,Single,1,0,1,0,0,Manager,20332,0
201145,36,Self Enquiry,1,,Salaried,Female,3,3,Deluxe,3,Married,1,1,1,0,2,Manager,19663,0
201146,34,Company Invited,1,,Salaried,Male,2,1,Deluxe,3,Married,2,0,4,1,0,Manager,19724,0
201147,49,Self Enquiry,1,31,Salaried,Female,2,3,Basic,5,Married,2,0,3,0,0,Executive,18211,0
201148,39,Self Enquiry,1,16,Small Business,Male,3,3,Deluxe,5,Married,3,0,5,1,2,Manager,20377,0
201149,,Self Enquiry,1,25,Salaried,Male,3,4,Basic,5,Married,2,0,1,0,0,Executive,,0
201150,35,Self Enquiry,1,24,Salaried,Male,2,1,Deluxe,5,Married,2,0,3,0,1,Manager,20208,0
201151,28,Self Enquiry,1,33,Small Business,Female,2,5,Deluxe,5,Married,1,0,4,1,0,Manager,20208,0
201152,21,Self Enquiry,1,11,Small Business,Male,3,3,Basic,3,Single,2,0,1,1,1,Executive,18117,0
201153,18,Company Invited,3,9,Small Business,Female,3,3,Basic,3,Single,2,1,5,0,1,Executive,16569,1
201154,47,Self Enquiry,2,32,Salaried,Female,3,3,King,3,Married,4,0,4,1,,VP,34658,0
201155,39,Self Enquiry,1,9,Small Business,Male,3,4,Deluxe,3,Married,1,0,4,0,2,Manager,18069,0
201156,40,Self Enquiry,1,21,Salaried,Female,3,4,Standard,3,Married,2,0,1,1,1,Senior Manager,25435,0
201157,,Company Invited,1,14,Salaried,Female,2,3,Deluxe,3,Married,2,0,5,1,1,Manager,,0
201158,37,Self Enquiry,1,25,Salaried,Male,2,3,Deluxe,3,Married,4,0,1,0,0,Manager,20768,0
201159,39,Company Invited,1,10,Small Business,Female,2,,Deluxe,3,Single,1,0,3,1,0,Manager,20042,0
201160,45,Self Enquiry,1,8,Salaried,Female,2,4,Deluxe,3,Married,2,0,4,1,1,Manager,20770,0
201161,38,Self Enquiry,1,8,Small Business,Female,2,4,Standard,3,Married,4,1,5,1,1,Senior Manager,22756,0
201162,35,Self Enquiry,3,16,Small Business,Male,2,4,Standard,5,Married,1,0,5,1,1,Senior Manager,25306,1
201163,,Self Enquiry,1,16,Small Business,Female,3,3,Basic,4,Married,2,0,1,1,0,Executive,,0
201164,40,Self Enquiry,1,22,Salaried,Female,2,3,Standard,3,Unmarried,7,1,4,1,0,Senior Manager,22945,0
201165,44,Company Invited,2,6,Salaried,Male,2,3,Deluxe,3,Married,5,1,5,1,1,Manager,20743,0
201166,48,Company Invited,1,10,Small Business,Male,2,4,Super Deluxe,3,Married,3,0,5,1,1,AVP,30202,0
201167,35,Self Enquiry,3,21,Small Business,Male,2,5,Deluxe,3,Married,7,1,1,1,1,Manager,20440,1
201168,,Company Invited,1,8,Large Business,Female,2,3,Basic,3,Single,2,1,3,1,1,Executive,,0
201169,,Self Enquiry,1,14,Small Business,Female,2,1,Basic,3,Married,1,0,4,0,0,Executive,18517,0
201170,27,Company Invited,1,8,Small Business,Male,2,3,Basic,3,Single,3,0,3,0,1,Executive,17580,0
201171,40,Self Enquiry,1,13,Salaried,Male,3,3,Basic,5,Single,4,1,3,0,1,Executive,17166,1
201172,29,Self Enquiry,3,16,Small Business,Male,2,4,Deluxe,3,Single,1,0,4,1,0,Manager,20869,0
201173,36,Self Enquiry,1,11,Salaried,Female,2,3,Standard,5,Married,5,0,4,1,1,Senior Manager,23008,0
201174,25,Company Invited,1,8,Salaried,Male,3,1,Deluxe,3,Married,2,0,1,0,1,Manager,20206,0
201175,39,Self Enquiry,1,18,Small Business,Male,3,3,Deluxe,4,Married,5,0,3,1,1,Manager,20295,0
201176,49,Self Enquiry,1,28,Salaried,Female,3,3,Super Deluxe,4,Married,4,0,4,0,1,AVP,31413,0
201177,50,Self Enquiry,1,23,Salaried,Female,2,4,Standard,5,Married,6,0,3,1,0,Senior Manager,28269,0
201178,20,Self Enquiry,3,8,Small Business,Female,2,3,Basic,3,Single,2,0,4,0,0,Executive,17783,0
201179,34,Self Enquiry,1,9,Salaried,Female,3,3,Deluxe,4,Married,2,0,5,1,2,Manager,20433,0
201180,36,Self Enquiry,1,13,Salaried,Male,3,3,Basic,4,Single,3,0,1,0,2,Executive,17013,0
201181,49,Self Enquiry,1,12,Salaried,Female,2,4,Super Deluxe,3,Married,3,1,5,1,0,AVP,28966,0
201182,36,,1,,Small Business,Female,2,4,Deluxe,3,Married,1,0,5,1,1,Manager,,0
201183,36,Self Enquiry,1,9,Salaried,Male,3,1,Deluxe,5,Married,7,0,1,1,2,Manager,21842,0
201184,54,Self Enquiry,1,28,Small Business,Female,3,3,Super Deluxe,3,Married,4,0,1,1,1,AVP,32426,0
201185,43,Self Enquiry,1,21,Salaried,Male,3,4,Super Deluxe,3,Married,2,0,3,1,1,AVP,32603,0
201186,35,Company Invited,3,,Salaried,Male,2,3,Deluxe,3,Single,4,1,3,1,0,Manager,19581,1
201187,38,Company Invited,1,,Salaried,Male,2,3,Deluxe,3,Married,1,0,5,1,0,Manager,19735,0
201188,,Self Enquiry,3,11,Small Business,Male,2,4,Deluxe,4,Married,2,1,5,0,0,Manager,,0
201189,33,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,2,0,3,1,1,Manager,20505,0
201190,32,Self Enquiry,1,8,Small Business,Male,2,3,Deluxe,4,Married,1,0,4,0,1,Manager,20470,0
201191,31,Self Enquiry,3,11,Salaried,Female,3,3,Deluxe,3,Married,2,0,1,0,2,Manager,20476,0
201192,49,Self Enquiry,1,22,Small Business,Female,3,3,Basic,5,Married,5,1,1,1,1,Executive,17587,0
201193,38,Company Invited,1,8,Small Business,Female,2,4,Basic,4,Single,2,0,1,1,0,Executive,17440,0
201194,47,Self Enquiry,3,8,Salaried,Female,2,1,Super Deluxe,4,Married,7,0,1,0,0,AVP,30972,0
201195,49,Self Enquiry,1,6,Salaried,Male,2,3,Super Deluxe,3,Single,5,0,3,1,0,AVP,30379,0
201196,41,Self Enquiry,3,29,Salaried,Male,3,3,Standard,3,Unmarried,4,1,3,0,2,Senior Manager,22082,0
201197,20,Self Enquiry,3,15,Salaried,Male,2,3,Basic,5,Single,2,0,1,0,1,Executive,17728,0
201198,33,Company Invited,3,22,Salaried,Female,2,3,Deluxe,3,Married,2,1,1,0,0,Manager,20368,0
201199,36,Self Enquiry,1,32,Salaried,Male,3,3,Deluxe,3,Married,7,0,3,1,0,Manager,20347,0
201200,44,Self Enquiry,2,6,Salaried,Female,2,3,Basic,3,Married,5,1,3,1,0,Executive,18195,0
201201,,Self Enquiry,1,14,Small Business,Male,3,4,Basic,3,Single,2,1,4,1,2,Executive,,1
201202,38,Self Enquiry,1,10,Small Business,Female,2,3,Basic,3,Married,1,0,5,0,0,Executive,18306,0
201203,53,Self Enquiry,1,30,Small Business,Male,2,1,Standard,3,Married,4,0,3,0,1,Senior Manager,22005,0
201204,48,Company Invited,3,13,Small Business,Female,3,3,Basic,3,Married,3,1,4,1,1,Executive,17655,1
201205,32,Self Enquiry,1,8,Salaried,Male,3,3,Basic,4,Single,2,0,3,1,1,Executive,16393,1
201206,26,Company Invited,1,13,Small Business,Male,3,3,Basic,3,Single,2,0,4,1,2,Executive,17570,0
201207,,Self Enquiry,1,28,Large Business,Male,3,4,Basic,4,Married,6,0,1,1,1,Executive,18537,0
201208,,Self Enquiry,1,11,Small Business,Male,2,4,Deluxe,3,Married,2,0,4,1,1,Manager,,0
201209,60,Self Enquiry,1,6,Small Business,Male,3,5,Standard,3,Married,4,0,5,0,0,Senior Manager,25883,0
201210,33,Self Enquiry,1,27,Small Business,Male,3,1,Basic,4,Married,2,0,1,1,1,Executive,17028,0
201211,37,Company Invited,3,6,Small Business,Male,2,5,Deluxe,3,Married,2,0,1,0,1,Manager,24525,0
201212,34,Self Enquiry,1,25,Salaried,Female,2,4,Basic,3,Married,2,0,4,1,1,Executive,17929,0
201213,23,Self Enquiry,3,13,Salaried,Male,2,3,Basic,3,Married,2,1,1,1,0,Executive,17275,1
201214,44,Self Enquiry,1,8,Salaried,Female,3,1,Standard,3,Married,2,1,4,1,0,Senior Manager,22879,0
201215,35,Company Invited,1,8,Small Business,Male,3,,Basic,3,Single,1,1,3,1,0,Executive,19930,0
201216,43,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,2,1,3,0,0,Manager,22847,0
201217,24,,1,,Small Business,Male,3,1,Basic,3,Married,2,0,1,0,0,Executive,,0
201218,41,Self Enquiry,3,12,Small Business,Male,2,3,Standard,3,Unmarried,2,0,5,1,0,Senior Manager,24241,0
201219,29,Self Enquiry,1,15,Small Business,Female,2,3,Basic,3,Married,1,0,5,1,1,Executive,17974,0
201220,36,Self Enquiry,3,,Salaried,Female,2,3,Deluxe,3,Single,4,0,4,1,1,Manager,19502,0
201221,45,Company Invited,1,6,Salaried,Male,3,4,Standard,3,Married,4,0,1,1,2,Senior Manager,25748,0
