 Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
1127,50,Self Enquiry,3,5,Small Business,Male,2,3,King,3,Married,5,1,5,0,1,VP,34331,0
1128,23,Self Enquiry,1,16,Large Business,Male,2,1,Basic,3,Married,3,0,1,1,0,Executive,17073,0
1129,36,Company Invited,1,12,Salaried,Male,3,1,Deluxe,5,Married,4,1,4,1,1,Manager,20562,0
1130,42,Self Enquiry,1,15,Salaried,Male,3,4,King,3,Single,1,0,1,1,1,VP,34613,0
1131,,Self Enquiry,1,34,Salaried,Male,2,1,Deluxe,3,Married,2,0,5,1,0,Manager,18407,0
1132,34,Company Invited,1,16,Large Business,Male,3,4,Deluxe,3,Married,2,0,4,1,1,Manager,20063,0
1133,40,Self Enquiry,3,,Salaried,Female,2,3,Deluxe,5,Married,2,0,3,0,1,Manager,19639,0
1134,43,Self Enquiry,1,,Large Business,Male,2,1,Basic,4,Married,6,0,5,1,1,Executive,19876,0
1135,35,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Married,2,0,3,1,0,Executive,17690,0
1136,46,Self Enquiry,3,6,Salaried,Male,2,1,Super Deluxe,5,Single,2,0,4,1,1,AVP,32567,0
1137,28,Self Enquiry,1,30,Small Business,Male,2,3,Basic,4,Married,2,1,1,0,0,Executive,17408,1
1138,22,Company Invited,1,32,Salaried,Female,2,4,Basic,3,Married,2,1,3,0,0,Executive,17814,0
1139,50,Company Invited,1,26,Small Business,Male,2,3,Super Deluxe,3,Married,3,1,4,1,1,AVP,26245,0
1140,32,Self Enquiry,1,11,Salaried,Female,2,1,Basic,3,Married,4,0,5,1,1,Executive,18312,0
1141,44,Self Enquiry,1,13,Small Business,Female,2,3,King,3,Married,1,1,4,1,1,VP,34049,0
1142,30,Self Enquiry,1,13,Small Business,Male,2,4,Basic,4,Married,2,0,5,0,0,Executive,17141,0
1143,45,Self Enquiry,1,11,Small Business,Female,2,5,Deluxe,5,Single,2,1,3,1,0,Manager,20769,0
1144,45,,3,,Small Business,Male,2,4,Deluxe,5,Married,2,0,3,0,0,Manager,,0
1145,31,Company Invited,3,8,Salaried,Male,2,3,Deluxe,5,Single,1,0,1,0,0,Manager,20332,0
1146,36,Self Enquiry,1,,Salaried,Female,3,3,Deluxe,3,Married,1,1,1,0,2,Manager,19663,0
1147,34,Company Invited,1,,Salaried,Male,2,1,Deluxe,3,Married,2,0,4,1,0,Manager,19724,0
1148,49,Self Enquiry,1,31,Salaried,Female,2,3,Basic,5,Married,2,0,3,0,0,Executive,18211,0
1149,39,Self Enquiry,1,16,Small Business,Male,3,3,Deluxe,5,Married,3,0,5,1,2,Manager,20377,0
1150,,Self Enquiry,1,25,Salaried,Male,3,4,Basic,5,Married,2,0,1,0,0,Executive,,0
1151,35,Self Enquiry,1,24,Salaried,Male,2,1,Deluxe,5,Married,2,0,3,0,1,Manager,20208,0
1152,28,Self Enquiry,1,33,Small Business,Female,2,5,Deluxe,5,Married,1,0,4,1,0,Manager,20208,0
1153,21,Self Enquiry,1,11,Small Business,Male,3,3,Basic,3,Single,2,0,1,1,1,Executive,18117,0
1154,18,Company Invited,3,9,Small Business,Female,3,3,Basic,3,Single,2,1,5,0,1,Executive,16569,1
1155,47,Self Enquiry,2,32,Salaried,Female,3,3,King,3,Married,4,0,4,1,,VP,34658,0
1156,39,Self Enquiry,1,9,Small Business,Male,3,4,Deluxe,3,Married,1,0,4,0,2,Manager,18069,0
1157,40,Self Enquiry,1,21,Salaried,Female,3,4,Standard,3,Married,2,0,1,1,1,Senior Manager,25435,0
1158,,Company Invited,1,14,Salaried,Female,2,3,Deluxe,3,Married,2,0,5,1,1,Manager,,0
1159,37,Self Enquiry,1,25,Salaried,Male,2,3,Deluxe,3,Married,4,0,1,0,0,Manager,20768,0
1160,39,Company Invited,1,10,Small Business,Female,2,,Deluxe,3,Single,1,0,3,1,0,Manager,20042,0
1161,45,Self Enquiry,1,8,Salaried,Female,2,4,Deluxe,3,Married,2,0,4,1,1,Manager,20770,0
1162,38,Self Enquiry,1,8,Small Business,Female,2,4,Standard,3,Married,4,1,5,1,1,Senior Manager,22756,0
1163,35,Self Enquiry,3,16,Small Business,Male,2,4,Standard,5,Married,1,0,5,1,1,Senior Manager,25306,1
1164,,Self Enquiry,1,16,Small Business,Female,3,3,Basic,4,Married,2,0,1,1,0,Executive,,0
1165,40,Self Enquiry,1,22,Salaried,Female,2,3,Standard,3,Unmarried,7,1,4,1,0,Senior Manager,22945,0
1166,44,Company Invited,2,6,Salaried,Male,2,3,Deluxe,3,Married,5,1,5,1,1,Manager,20743,0
1167,48,Company Invited,1,10,Small Business,Male,2,4,Super Deluxe,3,Married,3,0,5,1,1,AVP,30202,0
1168,35,Self Enquiry,3,21,Small Business,Male,2,5,Deluxe,3,Married,7,1,1,1,1,Manager,20440,1
1169,,Company Invited,1,8,Large Business,Female,2,3,Basic,3,Single,2,1,3,1,1,Executive,,0
1170,,Self Enquiry,1,14,Small Business,Female,2,1,Basic,3,Married,1,0,4,0,0,Executive,18517,0
1171,27,Company Invited,1,8,Small Business,Male,2,3,Basic,3,Single,3,0,3,0,1,Executive,17580,0
1172,40,Self Enquiry,1,13,Salaried,Male,3,3,Basic,5,Single,4,1,3,0,1,Executive,17166,1
1173,29,Self Enquiry,3,16,Small Business,Male,2,4,Deluxe,3,Single,1,0,4,1,0,Manager,20869,0
1174,36,Self Enquiry,1,11,Salaried,Female,2,3,Standard,5,Married,5,0,4,1,1,Senior Manager,23008,0
1175,25,Company Invited,1,8,Salaried,Male,3,1,Deluxe,3,Married,2,0,1,0,1,Manager,20206,0
1176,39,Self Enquiry,1,18,Small Business,Male,3,3,Deluxe,4,Married,5,0,3,1,1,Manager,20295,0
1177,49,Self Enquiry,1,28,Salaried,Female,3,3,Super Deluxe,4,Married,4,0,4,0,1,AVP,31413,0
1178,50,Self Enquiry,1,23,Salaried,Female,2,4,Standard,5,Married,6,0,3,1,0,Senior Manager,28269,0
1179,20,Self Enquiry,3,8,Small Business,Female,2,3,Basic,3,Single,2,0,4,0,0,Executive,17783,0
1180,34,Self Enquiry,1,9,Salaried,Female,3,3,Deluxe,4,Married,2,0,5,1,2,Manager,20433,0
1181,36,Self Enquiry,1,13,Salaried,Male,3,3,Basic,4,Single,3,0,1,0,2,Executive,17013,0
1182,49,Self Enquiry,1,12,Salaried,Female,2,4,Super Deluxe,3,Married,3,1,5,1,0,AVP,28966,0
1183,36,,1,,Small Business,Female,2,4,Deluxe,3,Married,1,0,5,1,1,Manager,,0
1184,36,Self Enquiry,1,9,Salaried,Male,3,1,Deluxe,5,Married,7,0,1,1,2,Manager,21842,0
1185,54,Self Enquiry,1,28,Small Business,Female,3,3,Super Deluxe,3,Married,4,0,1,1,1,AVP,32426,0
1186,43,Self Enquiry,1,21,Salaried,Male,3,4,Super Deluxe,3,Married,2,0,3,1,1,AVP,32603,0
1187,35,Company Invited,3,,Salaried,Male,2,3,Deluxe,3,Single,4,1,3,1,0,Manager,19581,1
1188,38,Company Invited,1,,Salaried,Male,2,3,Deluxe,3,Married,1,0,5,1,0,Manager,19735,0
1189,,Self Enquiry,3,11,Small Business,Male,2,4,Deluxe,4,Married,2,1,5,0,0,Manager,,0
1190,33,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,2,0,3,1,1,Manager,20505,0
1191,32,Self Enquiry,1,8,Small Business,Male,2,3,Deluxe,4,Married,1,0,4,0,1,Manager,20470,0
1192,31,Self Enquiry,3,11,Salaried,Female,3,3,Deluxe,3,Married,2,0,1,0,2,Manager,20476,0
1193,49,Self Enquiry,1,22,Small Business,Female,3,3,Basic,5,Married,5,1,1,1,1,Executive,17587,0
1194,38,Company Invited,1,8,Small Business,Female,2,4,Basic,4,Single,2,0,1,1,0,Executive,17440,0
1195,47,Self Enquiry,3,8,Salaried,Female,2,1,Super Deluxe,4,Married,7,0,1,0,0,AVP,30972,0
1196,49,Self Enquiry,1,6,Salaried,Male,2,3,Super Deluxe,3,Single,5,0,3,1,0,AVP,30379,0
1197,41,Self Enquiry,3,29,Salaried,Male,3,3,Standard,3,Unmarried,4,1,3,0,2,Senior Manager,22082,0
1198,20,Self Enquiry,3,15,Salaried,Male,2,3,Basic,5,Single,2,0,1,0,1,Executive,17728,0
1199,33,Company Invited,3,22,Salaried,Female,2,3,Deluxe,3,Married,2,1,1,0,0,Manager,20368,0
1200,36,Self Enquiry,1,32,Salaried,Male,3,3,Deluxe,3,Married,7,0,3,1,0,Manager,20347,0
1201,44,Self Enquiry,2,6,Salaried,Female,2,3,Basic,3,Married,5,1,3,1,0,Executive,18195,0
1202,,Self Enquiry,1,14,Small Business,Male,3,4,Basic,3,Single,2,1,4,1,2,Executive,,1
1203,38,Self Enquiry,1,10,Small Business,Female,2,3,Basic,3,Married,1,0,5,0,0,Executive,18306,0
1204,53,Self Enquiry,1,30,Small Business,Male,2,1,Standard,3,Married,4,0,3,0,1,Senior Manager,22005,0
1205,48,Company Invited,3,13,Small Business,Female,3,3,Basic,3,Married,3,1,4,1,1,Executive,17655,1
1206,32,Self Enquiry,1,8,Salaried,Male,3,3,Basic,4,Single,2,0,3,1,1,Executive,16393,1
1207,26,Company Invited,1,13,Small Business,Male,3,3,Basic,3,Single,2,0,4,1,2,Executive,17570,0
1208,,Self Enquiry,1,28,Large Business,Male,3,4,Basic,4,Married,6,0,1,1,1,Executive,18537,0
1209,,Self Enquiry,1,11,Small Business,Male,2,4,Deluxe,3,Married,2,0,4,1,1,Manager,,0
1210,60,Self Enquiry,1,6,Small Business,Male,3,5,Standard,3,Married,4,0,5,0,0,Senior Manager,25883,0
1211,33,Self Enquiry,1,27,Small Business,Male,3,1,Basic,4,Married,2,0,1,1,1,Executive,17028,0
1212,37,Company Invited,3,6,Small Business,Male,2,5,Deluxe,3,Married,2,0,1,0,1,Manager,24525,0
1213,34,Self Enquiry,1,25,Salaried,Female,2,4,Basic,3,Married,2,0,4,1,1,Executive,17929,0
1214,23,Self Enquiry,3,13,Salaried,Male,2,3,Basic,3,Married,2,1,1,1,0,Executive,17275,1
1215,44,Self Enquiry,1,8,Salaried,Female,3,1,Standard,3,Married,2,1,4,1,0,Senior Manager,22879,0
1216,35,Company Invited,1,8,Small Business,Male,3,,Basic,3,Single,1,1,3,1,0,Executive,19930,0
1217,43,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,2,1,3,0,0,Manager,22847,0
1218,24,,1,,Small Business,Male,3,1,Basic,3,Married,2,0,1,0,0,Executive,,0
1219,41,Self Enquiry,3,12,Small Business,Male,2,3,Standard,3,Unmarried,2,0,5,1,0,Senior Manager,24241,0
1220,29,Self Enquiry,1,15,Small Business,Female,2,3,Basic,3,Married,1,0,5,1,1,Executive,17974,0
1221,36,Self Enquiry,3,,Salaried,Female,2,3,Deluxe,3,Single,4,0,4,1,1,Manager,19502,0
1222,45,Company Invited,1,6,Salaried,Male,3,4,Standard,3,Married,4,0,1,1,2,Senior Manager,25748,0
1223,24,Self Enquiry,2,28,Salaried,Male,2,5,Basic,3,Married,2,0,1,0,1,Executive,16555,1
1224,47,Company Invited,3,15,Salaried,Male,2,5,Super Deluxe,3,Married,1,0,5,1,1,AVP,27936,1
1225,26,Self Enquiry,1,23,Small Business,Male,3,5,Basic,3,Married,2,0,3,0,2,Executive,17305,0
1226,45,Self Enquiry,1,34,Large Business,Female,2,4,Super Deluxe,4,Single,2,0,3,1,0,AVP,31704,0
1227,,Company Invited,1,16,Salaried,Male,2,3,Basic,3,Married,7,0,1,0,0,Executive,18433,0
1228,,Self Enquiry,1,8,Salaried,Male,3,3,Basic,3,Married,2,0,5,0,2,Executive,18477,0
1229,41,Company Invited,2,10,Salaried,Male,2,5,Deluxe,4,Married,7,0,5,0,1,Manager,21430,0
1230,40,Self Enquiry,1,14,Salaried,Female,3,3,Deluxe,5,Married,3,1,1,0,0,Manager,21516,0
1231,,Self Enquiry,1,35,Small Business,Male,3,3,Basic,5,Married,2,0,4,1,1,Executive,,0
1232,46,Self Enquiry,1,19,Salaried,Male,2,3,Deluxe,4,Single,7,0,4,1,0,Manager,20562,0
1233,35,Self Enquiry,1,33,Salaried,Male,2,3,Deluxe,3,Married,3,0,5,0,1,Manager,21883,0
1234,30,Self Enquiry,1,22,Salaried,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,17862,0
1235,47,Company Invited,3,8,Small Business,Male,2,,Deluxe,4,Married,1,0,1,0,1,Manager,19978,0
1236,46,Self Enquiry,3,8,Salaried,Male,3,3,Standard,3,Married,5,1,3,0,2,Senior Manager,25368,0
1237,36,Self Enquiry,3,19,Small Business,Male,3,4,Deluxe,5,Married,6,1,1,1,0,Manager,21134,1
1238,32,Self Enquiry,3,6,Salaried,Male,2,5,Deluxe,4,Unmarried,7,0,3,0,1,Manager,21735,1
1239,23,Self Enquiry,1,10,Small Business,Female,2,3,Basic,4,Single,2,0,3,1,1,Executive,18295,0
1240,31,Company Invited,1,30,Large Business,Female,1,3,Deluxe,3,Single,3,0,1,1,0,Manager,20238,0
1241,39,Company Invited,1,6,Salaried,Male,3,3,Deluxe,3,Married,2,1,5,1,2,Manager,21472,0
1242,32,Self Enquiry,3,25,Salaried,Male,3,5,Standard,3,Married,4,0,3,1,2,Senior Manager,24610,0
1243,40,Self Enquiry,3,13,Small Business,Male,2,3,King,4,Single,2,0,4,1,,VP,34833,0
1244,45,Self Enquiry,2,10,Salaried,Female,2,5,Standard,3,Married,5,0,1,1,1,Senior Manager,24756,0
1245,30,Company Invited,1,8,Large Business,Female,3,,Basic,5,Single,1,0,3,0,1,Executive,19968,0
1246,24,Company Invited,2,16,Small Business,Male,2,3,Basic,3,Married,1,0,4,1,1,Executive,17145,0
1247,30,Company Invited,2,14,Salaried,Female,3,4,Basic,3,Married,7,0,5,1,2,Executive,17180,1
1248,31,Self Enquiry,3,11,Large Business,Male,2,3,Deluxe,3,Married,2,0,5,0,1,Manager,23346,0
1249,,Self Enquiry,1,14,Small Business,Female,3,3,Basic,3,Single,2,0,4,1,2,Executive,18445,0
1250,29,Self Enquiry,3,15,Small Business,Female,2,5,Basic,4,Single,2,0,1,1,1,Executive,17760,1
1251,29,Company Invited,1,6,Salaried,Male,3,1,Deluxe,3,Unmarried,1,1,3,0,1,Manager,21294,0
1252,30,Self Enquiry,3,21,Small Business,Male,3,4,Standard,5,Married,3,0,1,0,2,Senior Manager,22140,0
1253,34,Self Enquiry,1,8,Small Business,Male,3,1,Basic,3,Married,1,1,1,0,1,Executive,17932,0
1254,33,Company Invited,3,8,Small Business,Female,3,3,Deluxe,4,Single,1,0,1,0,0,Manager,20147,0
1255,49,Self Enquiry,3,,Small Business,Female,3,3,Deluxe,3,Single,4,0,4,0,1,Manager,19507,0
1256,33,Self Enquiry,3,22,Salaried,Fe Male,3,3,Standard,5,Unmarried,3,1,5,0,0,Senior Manager,23564,1
1257,38,Company Invited,1,8,Small Business,Female,3,4,Basic,4,Married,5,0,3,0,0,Executive,17468,0
1258,31,Self Enquiry,3,22,Small Business,Male,3,3,Standard,3,Married,3,0,5,1,0,Senior Manager,23161,1
1259,29,Self Enquiry,1,10,Large Business,Female,3,4,Basic,5,Married,2,0,4,0,0,Executive,17109,0
1260,30,Self Enquiry,1,22,Salaried,Male,2,1,Deluxe,3,Married,4,0,1,1,0,Manager,20294,0
1261,32,Company Invited,1,11,Large Business,Male,3,3,Basic,4,Single,3,0,3,1,1,Executive,17718,0
1262,38,Self Enquiry,1,24,Small Business,Male,2,5,Deluxe,3,Married,4,1,5,0,1,Manager,20811,0
1263,43,Company Invited,1,23,Large Business,Male,2,4,Basic,3,Married,1,1,5,1,1,Executive,17437,1
1264,42,Self Enquiry,1,18,Small Business,Male,2,3,Basic,4,Married,1,0,1,1,1,Executive,17766,0
1265,55,Self Enquiry,1,8,Small Business,Male,2,4,King,5,Married,1,0,5,0,1,VP,34038,0
1266,33,Company Invited,1,10,Large Business,Male,2,3,Deluxe,4,Married,6,0,1,0,0,Manager,18055,0
1267,41,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Married,2,0,5,1,1,Executive,17289,0
1268,,Company Invited,3,16,Salaried,Male,2,3,Deluxe,3,Married,2,1,1,1,1,Manager,,0
1269,53,Company Invited,1,6,Small Business,Female,2,4,Super Deluxe,3,Married,5,1,1,0,0,AVP,27965,0
1270,,Self Enquiry,2,8,Salaried,Male,3,3,Basic,3,Single,1,0,1,0,0,Executive,18539,0
1271,34,Self Enquiry,3,9,Salaried,Female,2,5,Deluxe,3,Single,6,0,1,1,0,Manager,21029,0
1272,21,Self Enquiry,3,13,Small Business,Male,2,3,Basic,4,Single,2,0,5,1,1,Executive,17679,1
1273,,Self Enquiry,1,12,Salaried,Female,2,4,Basic,3,Married,2,0,3,0,1,Executive,18702,0
1274,22,Self Enquiry,1,14,Small Business,Female,3,3,Basic,5,Married,2,1,3,0,1,Executive,17398,1
1275,31,Self Enquiry,3,35,Small Business,Female,3,4,Deluxe,3,Married,2,0,3,1,0,Manager,20468,0
1276,51,Self Enquiry,1,9,Large Business,Female,2,3,Standard,3,Married,3,0,4,1,1,Senior Manager,28116,0
1277,,Self Enquiry,3,15,Small Business,Male,2,4,Deluxe,4,Married,2,0,4,0,1,Manager,,0
1278,46,Self Enquiry,1,8,Small Business,Male,2,3,King,3,Married,1,1,1,1,1,VP,34328,0
1279,36,Self Enquiry,1,16,Salaried,Male,2,3,Standard,5,Married,1,1,5,1,1,Senior Manager,23321,0
1280,44,Company Invited,1,6,Small Business,Male,2,3,Basic,4,Married,2,1,3,1,1,Executive,17342,1
1281,,Self Enquiry,2,14,Salaried,Male,2,3,Deluxe,4,Married,3,0,3,1,1,Manager,,0
1282,35,Self Enquiry,3,33,Salaried,Male,2,3,Deluxe,3,Single,2,1,5,0,0,Manager,20813,1
1283,33,Self Enquiry,1,14,Salaried,Male,2,1,Basic,5,Married,7,0,3,1,1,Executive,18143,0
1284,28,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,17044,0
1285,39,Self Enquiry,1,16,Small Business,Male,3,3,Standard,3,Unmarried,1,0,3,1,0,Senior Manager,28464,0
1286,46,Company Invited,3,32,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,4,1,2,Manager,22991,0
1287,,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Married,5,0,4,1,1,Executive,18377,0
1288,42,Self Enquiry,1,19,Small Business,Male,3,1,Deluxe,5,Married,6,0,4,1,0,Manager,20538,0
1289,35,Company Invited,1,8,Small Business,Male,2,3,Deluxe,3,Married,3,0,3,0,1,Manager,20762,0
1290,38,Company Invited,2,8,Salaried,Male,3,3,Basic,4,Married,6,0,3,1,2,Executive,17592,0
1291,34,Company Invited,1,15,Salaried,Male,3,3,Deluxe,5,Married,5,0,3,0,1,Manager,20346,1
1292,,Self Enquiry,1,16,Small Business,Male,2,3,Deluxe,5,Single,2,0,4,0,0,Manager,,1
1293,,Company Invited,3,26,Salaried,Male,2,3,Deluxe,3,Married,3,0,3,1,0,Manager,,0
1294,43,Company Invited,1,15,Salaried,Male,2,3,Basic,3,Single,5,0,3,0,1,Executive,17438,0
1295,41,Self Enquiry,1,11,Salaried,Male,2,1,Deluxe,4,Unmarried,4,0,5,1,0,Manager,21870,0
1296,41,Self Enquiry,3,10,Small Business,Female,2,3,Standard,3,Married,1,1,1,0,1,Senior Manager,25447,0
1297,30,Self Enquiry,1,16,Small Business,Fe Male,3,3,Standard,3,Unmarried,1,0,4,0,0,Senior Manager,24667,0
1298,26,Self Enquiry,2,26,Small Business,Female,3,3,Basic,4,Married,1,1,3,0,1,Executive,17148,1
1299,46,Self Enquiry,1,27,Small Business,Female,3,3,Deluxe,4,Married,5,0,3,1,2,Manager,23926,1
1300,40,Self Enquiry,1,6,Salaried,Female,2,3,Deluxe,3,Married,5,0,3,0,1,Manager,21513,0
1301,34,Self Enquiry,3,14,Large Business,Male,3,1,Deluxe,3,Married,2,0,1,0,2,Manager,21799,0
1302,58,Company Invited,3,8,Small Business,Male,2,3,Super Deluxe,4,Married,5,0,4,1,0,AVP,17705,0
1303,35,Self Enquiry,1,29,Small Business,Male,3,5,Basic,3,Married,1,0,1,1,0,Executive,17705,0
1304,47,Self Enquiry,1,10,Salaried,Female,3,4,Standard,4,Married,1,1,4,1,2,Senior Manager,25333,0
1305,40,Self Enquiry,1,,Salaried,Female,2,3,Deluxe,5,Married,3,0,1,1,1,Manager,,0
1306,54,Self Enquiry,1,13,Small Business,Female,3,3,Deluxe,3,Married,5,0,3,1,1,Manager,21854,0
1307,31,Company Invited,3,13,Small Business,Female,3,3,Standard,5,Married,3,0,1,1,2,Senior Manager,24637,0
1308,,Self Enquiry,1,6,Small Business,Female,3,3,Basic,5,Married,2,0,1,1,0,Executive,18591,0
1309,38,Self Enquiry,3,8,Small Business,Female,3,5,Deluxe,3,Married,3,1,3,0,0,Manager,20405,0
1310,26,Self Enquiry,3,,Small Business,Male,2,3,Deluxe,3,Single,2,0,1,0,0,Manager,19684,0
1311,58,Company Invited,1,21,Salaried,Male,2,3,Super Deluxe,3,Married,3,1,1,1,0,AVP,30787,0
1312,18,Company Invited,1,20,Small Business,Female,2,3,Basic,3,Single,2,0,5,1,0,Executive,16514,0
1313,31,Self Enquiry,2,24,Salaried,Male,2,1,Basic,5,Married,1,0,1,1,0,Executive,17956,1
1314,29,Self Enquiry,2,19,Salaried,Male,2,4,Basic,5,Married,5,1,5,1,1,Executive,17335,1
1315,45,Company Invited,3,8,Salaried,Female,3,3,Deluxe,3,Married,5,0,1,1,2,Manager,20154,0
1316,36,Self Enquiry,1,8,Salaried,Female,3,3,Deluxe,4,Married,5,1,4,0,0,Manager,21962,0
1317,43,Company Invited,3,8,Salaried,Male,3,3,Deluxe,3,Married,2,0,3,1,2,Manager,20675,0
1318,27,Company Invited,1,11,Salaried,Female,2,3,Basic,3,Single,1,1,1,1,1,Executive,17379,0
1319,,Company Invited,1,26,Small Business,Male,2,3,Basic,3,Married,2,0,3,1,1,Executive,,0
1320,32,Company Invited,3,,Small Business,Male,3,3,Deluxe,3,Single,1,0,3,1,1,Manager,19648,0
1321,42,Company Invited,1,16,Large Business,Male,2,3,Basic,3,Married,4,0,4,1,0,Executive,17936,0
1322,47,Self Enquiry,1,15,Salaried,Female,3,3,Basic,3,Single,5,0,3,1,0,Executive,17105,0
1323,46,Self Enquiry,1,8,Salaried,Male,2,3,Standard,3,Married,4,0,1,1,1,Senior Manager,23578,0
1324,28,Company Invited,2,6,Salaried,Male,2,3,Basic,3,Married,2,0,4,0,1,Executive,17706,0
1325,29,Self Enquiry,1,35,Salaried,Male,3,5,Deluxe,3,Married,1,0,5,1,2,Manager,21384,0
1326,,Self Enquiry,1,14,Salaried,Male,2,3,Basic,3,Single,5,0,1,1,1,Executive,,0
1327,32,Self Enquiry,3,8,Small Business,Male,2,4,Deluxe,4,Unmarried,1,1,1,1,0,Manager,24907,1
1328,46,Self Enquiry,3,9,Large Business,Female,2,1,Super Deluxe,5,Married,3,0,3,1,0,AVP,28225,0
1329,,Self Enquiry,3,29,Small Business,Female,2,4,Deluxe,3,Married,2,0,1,1,1,Manager,18540,0
1330,29,Self Enquiry,2,12,Small Business,Male,2,4,Basic,4,Married,2,0,3,1,1,Executive,17804,0
1331,43,Self Enquiry,1,12,Small Business,Female,2,4,King,3,Married,1,0,3,1,1,VP,34392,0
1332,48,Self Enquiry,1,16,Salaried,Male,3,4,King,4,Married,5,0,3,1,,VP,34665,0
1333,29,Company Invited,1,30,Salaried,Male,3,4,Basic,3,Single,2,1,3,1,2,Executive,17439,1
1334,46,Self Enquiry,3,16,Salaried,Female,3,3,Standard,4,Married,6,0,1,0,2,Senior Manager,22314,1
1335,27,Company Invited,1,,Salaried,Female,3,4,Basic,5,Married,1,0,4,1,0,Executive,19774,0
1336,,Self Enquiry,1,25,Salaried,Male,2,3,Deluxe,3,Married,1,0,5,1,0,Manager,,0
1337,55,Self Enquiry,1,8,Large Business,Male,3,4,Basic,3,Married,1,0,5,0,0,Executive,17662,0
1338,28,Self Enquiry,3,9,Small Business,Female,3,3,Basic,4,Married,2,0,1,1,0,Executive,17856,0
1339,30,Self Enquiry,3,15,Small Business,Male,2,3,Basic,3,Single,2,0,5,0,0,Executive,16081,1
1340,22,Self Enquiry,1,13,Salaried,Male,3,3,Basic,4,Single,2,1,3,1,0,Executive,17472,1
1341,36,Self Enquiry,3,16,Large Business,Female,3,4,Deluxe,3,Married,2,1,1,1,2,Manager,20673,0
1342,,Self Enquiry,1,26,Salaried,Male,2,3,Deluxe,3,Married,2,0,5,0,0,Manager,,0
1343,34,Self Enquiry,3,10,Salaried,Male,3,3,Standard,3,Married,3,1,4,0,2,Senior Manager,24713,0
1344,29,Self Enquiry,1,13,Salaried,Male,2,3,Basic,5,Single,4,0,4,0,0,Executive,17062,0
1345,37,Self Enquiry,1,,Small Business,Male,3,3,Deluxe,5,Married,6,1,3,0,0,Manager,,0
1346,35,Self Enquiry,1,,Salaried,Female,2,4,Deluxe,4,Married,1,1,1,1,1,Manager,19788,0
1347,45,Self Enquiry,1,31,Salaried,Female,3,4,Deluxe,3,Married,1,0,4,0,0,Manager,20906,0
1348,,Company Invited,2,8,Salaried,Male,3,4,Deluxe,3,Single,2,0,3,1,0,Manager,,0
1349,40,Self Enquiry,1,6,Salaried,Male,3,3,Super Deluxe,5,Married,3,0,3,1,2,AVP,31823,0
1350,26,Self Enquiry,1,6,Salaried,Female,2,4,Basic,3,Married,2,1,4,0,0,Executive,17933,0
1351,27,Self Enquiry,3,8,Small Business,Female,2,1,Deluxe,3,Unmarried,1,0,1,0,1,Manager,21500,0
1352,48,Company Invited,1,28,Small Business,Female,2,3,Super Deluxe,3,Married,4,0,5,0,0,AVP,32174,0
1353,44,Self Enquiry,1,6,Salaried,Male,3,,Deluxe,5,Married,3,0,3,1,2,Manager,20033,0
1354,34,Company Invited,1,22,Large Business,Male,2,5,Basic,5,Married,2,1,3,1,0,Executive,17307,1
1355,56,Self Enquiry,1,30,Salaried,Male,3,3,Basic,3,Single,2,0,3,0,0,Executive,17587,1
1356,36,Self Enquiry,3,23,Small Business,Male,2,4,Deluxe,4,Married,3,0,4,1,0,Manager,20507,0
1357,41,,3,,Small Business,Female,2,3,Deluxe,4,Married,6,0,3,1,1,Manager,,0
1358,42,Self Enquiry,1,12,Small Business,Male,2,3,Standard,5,Married,1,0,3,1,0,Senior Manager,28348,0
1359,31,Self Enquiry,3,16,Small Business,Female,2,3,Deluxe,3,Married,3,1,1,0,0,Manager,21583,0
1360,34,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Married,4,1,3,0,0,Manager,23103,0
1361,,Self Enquiry,1,10,Small Business,Female,3,1,Basic,3,Married,1,0,5,1,2,Executive,,0
1362,26,Company Invited,1,12,Salaried,Male,3,1,Basic,3,Married,1,0,4,1,1,Executive,17544,0
1363,45,Company Invited,1,6,Small Business,Male,2,3,Deluxe,3,Single,5,0,1,1,1,Manager,20399,0
1364,33,Self Enquiry,3,16,Small Business,Male,2,3,Deluxe,3,Single,2,0,1,0,0,Manager,20487,0
1365,28,Company Invited,3,6,Salaried,Male,2,4,Deluxe,3,Married,2,1,1,0,0,Manager,21834,0
1366,29,Company Invited,3,30,Large Business,Male,2,1,Basic,5,Single,2,0,3,1,1,Executive,16091,1
1367,39,Company Invited,3,27,Salaried,Female,2,5,Deluxe,3,Married,7,0,5,0,0,Manager,20736,0
